Fred,Dennis Creevey,8
Fred,Ernie Macmillan,16
Fred,Justin Finch-Fletchley,8
Fred,Hannah Abbott,13
Fred,Anthony Goldstein,25
Fred,Michael,24
Fred,Montague,144
Fred,Peeves,6
Fred,Dean Thomas,21
Fred,Romilda Vane,6
Fred,Remus Lupin,19
Fred,Kingsley Shacklebolt,1
Fred,Arabella Figg,1
Fred,Madam Malkin,1
Fred,Mundungus Fletcher,7
Fred,Mad-Eye,27
Fred,Muriel,955
Fred,Severus Snape,5
Fred,Ollivander,4
George,Fred,70282
George,Harry,327531
George,Ron,3467
George,Percy,2670
George,Bill,2402
George,Charlie,969
George,Snape,18
George,Slytherin,25
George,Crabbe,8
George,Goyle,24
George,Gryffindor,20
George,Marcus Flint,19
George,Alicia Spinnet,49
George,Oliver Wood,7
George,Weasley,15330
George,Hermione,32650
George,Vernon,579
George,Hedwig,251
George,Draco Malfoy,96
George,Ginny,7945
George,Lee Jordan,263
George,Arthur,84
George,Katie Bell,145
George,Angelina Johnson,15
George,August,11
George,Hooch,54
George,Colin Creevey,3
George,Crookshanks,48
George,Scabbers,3
George,Ravenclaw,20
George,Montague,374
George,Petunia,258
George,Dudley,514
George,Molly,320
George,Cedric,108
George,Viktor Krum,18
George,Ludo Bagman,53
George,Who,6
George,Moody,972
George,McGonagall,288
George,Great,22
George,Pigwidgeon,142
George,Padma,96
George,Karkaroff,88
George,Sprout,8
George,Crouch,54
George,Rita Skeeter,7
George,Fleur Delacour,15
George,Kreacher,1674
George,Binns,72
George,Flitwick,26
George,Parvati,13
George,Luna Lovegood,12
George,Dennis Creevey,4
George,Ernie Macmillan,8
George,Justin Finch-Fletchley,4
George,Hannah Abbott,4
George,Anthony Goldstein,16
George,Michael,12
George,Zacharias,56
George,Dobby,12
George,Run,14
George,Romilda Vane,6
George,Remus Lupin,18
George,Kingsley Shacklebolt,1
George,Arabella Figg,1
George,Madam Malkin,1
George,Mundungus Fletcher,10
George,Muriel,958
George,Ollivander,8
Ron,Harry,467184
Ron,Fred,1311
Ron,George,3467
Ron,Percy,1210
Ron,Bill,528
Ron,Charlie,1058
Ron,Dudley,330
Ron,Scabbers,352
Ron,Ravenclaw,122
Ron,Neville,660
Ron,Hermione,40808
Ron,Draco Malfoy,132
Ron,Crabbe,132
Ron,Goyle,1248
Ron,Thomas,14
Ron,McGonagall,1132
